meeting_id,host_id,department_id,meeting_date,start_time,scheduled_duration_min,actual_duration_min,meeting_type,total_invited,total_joined,recording_enabled,chat_messages_count,reactions_count,screen_shares_count
ZM-82090202,HOST-0071,DEPT-009,2023-12-18,2023-12-18 09:00:00,30,31,Internal,22,15,False,15,7,4
ZM-31331521,HOST-0038,DEPT-001,2024-04-26,2024-04-26 14:45:00,15,15,Internal,11,8,False,13,0,2
ZM-81380018,HOST-0036,DEPT-011,2023-03-23,2023-03-23 09:30:00,180,180,Training,25,20,False,6,6,2
ZM-27753048,HOST-0105,DEPT-003,2024-12-20,2024-12-20 13:00:00,90,67,Internal,14,11,False,14,7,1
ZM-12207060,HOST-0034,DEPT-006,2024-07-22,2024-07-22 16:45:00,60,80,Internal,4,3,False,2,4,2
ZM-68246831,HOST-0003,DEPT-006,2024-06-27,2024-06-27 14:30:00,15,15,Internal,29,26,False,27,33,4
ZM-89505910,HOST-0031,DEPT-003,2023-08-31,2023-08-31 17:30:00,15,16,Internal,13,10,False,14,9,4
ZM-90189161,HOST-0094,DEPT-004,2023-07-11,2023-07-11 08:00:00,180,164,Training,49,41,True,4,56,4
ZM-76168894,HOST-0076,DEPT-011,2024-10-07,2024-10-07 11:30:00,90,94,Internal,25,18,True,16,18,1
ZM-85304172,HOST-0031,DEPT-012,2023-12-25,2023-12-25 11:30:00,90,89,Internal,29,25,False,0,3,3
ZM-90143816,HOST-0095,DEPT-003,2024-09-23,2024-09-23 13:00:00,60,73,Internal,10,8,True,16,4,3
ZM-66781775,HOST-0008,DEPT-008,2024-04-04,2024-04-04 14:45:00,30,22,Internal,3,2,False,4,2,2
ZM-19530298,HOST-0096,DEPT-004,2024-03-27,2024-03-27 08:45:00,30,27,External,9,6,False,9,1,4
ZM-60119541,HOST-0034,DEPT-003,2023-08-03,2023-08-03 17:30:00,30,32,Internal,12,8,False,11,2,0
ZM-59038710,HOST-0055,DEPT-002,2023-11-24,2023-11-24 16:00:00,60,79,External,7,5,False,6,2,3
ZM-80425765,HOST-0148,DEPT-009,2024-02-19,2024-02-19 12:45:00,90,88,Internal,13,9,False,13,6,5
ZM-76423837,HOST-0068,DEPT-011,2024-04-16,2024-04-16 16:00:00,45,44,External,4,3,False,11,1,1
ZM-21905405,HOST-0139,DEPT-005,2023-04-13,2023-04-13 11:15:00,90,65,Internal,3,2,False,2,1,3
ZM-91027831,HOST-0123,DEPT-004,2023-05-17,2023-05-17 11:30:00,60,44,Webinar,70,32,True,44,36,2
ZM-62986889,HOST-0118,DEPT-007,2024-08-30,2024-08-30 09:30:00,60,65,External,4,2,True,4,0,1
ZM-81795409,HOST-0087,DEPT-011,2024-12-03,2024-12-03 07:00:00,30,32,Internal,16,12,True,8,4,2
ZM-38510236,HOST-0077,DEPT-008,2024-09-11,2024-09-11 16:15:00,60,50,External,11,10,True,12,4,3
ZM-46068196,HOST-0088,DEPT-003,2023-02-28,2023-02-28 18:00:00,180,164,Training,22,21,True,10,9,4
ZM-48164274,HOST-0063,DEPT-004,2024-03-18,2024-03-18 10:15:00,60,63,External,9,6,False,9,4,3
ZM-77945312,HOST-0009,DEPT-007,2023-11-02,2023-11-02 07:15:00,60,76,Internal,20,16,True,11,14,2
ZM-93739102,HOST-0129,DEPT-005,2023-03-28,2023-03-28 15:30:00,15,13,Internal,26,26,False,41,11,4
ZM-73517577,HOST-0094,DEPT-009,2024-04-09,2024-04-09 08:45:00,60,68,Internal,29,25,False,46,34,2
ZM-98900418,HOST-0092,DEPT-011,2023-09-26,2023-09-26 09:30:00,90,104,Webinar,343,155,True,150,0,1
ZM-39204346,HOST-0147,DEPT-011,2024-07-08,2024-07-08 09:30:00,45,50,Internal,22,14,False,27,4,4
ZM-52088357,HOST-0004,DEPT-005,2024-11-08,2024-11-08 10:45:00,30,32,External,8,6,True,10,4,0
ZM-61137762,HOST-0026,DEPT-003,2024-07-15,2024-07-15 08:00:00,90,82,Internal,13,7,True,3,1,1
ZM-19829329,HOST-0047,DEPT-011,2024-12-16,2024-12-16 10:15:00,30,33,Internal,29,18,True,9,29,0
ZM-95493329,HOST-0042,DEPT-006,2024-04-17,2024-04-17 17:15:00,90,88,Internal,7,5,True,8,6,0
ZM-83370864,HOST-0075,DEPT-002,2023-02-20,2023-02-20 08:15:00,60,57,Internal,25,18,False,0,5,3
ZM-87169073,HOST-0138,DEPT-005,2024-11-26,2024-11-26 16:30:00,45,35,Internal,21,15,False,18,1,3
ZM-93335181,HOST-0114,DEPT-003,2023-05-03,2023-05-03 16:00:00,15,13,Internal,21,18,True,9,7,2
ZM-53305554,HOST-0092,DEPT-006,2024-02-21,2024-02-21 16:45:00,45,40,External,7,7,False,4,10,3
ZM-33105299,HOST-0066,DEPT-008,2023-01-06,2023-01-06 08:45:00,15,14,Internal,19,12,False,17,11,0
ZM-49080194,HOST-0015,DEPT-006,2023-12-28,2023-12-28 12:30:00,45,43,Internal,11,9,True,18,8,0
ZM-37073928,HOST-0052,DEPT-009,2024-07-01,2024-07-01 08:15:00,60,46,Internal,29,20,True,37,15,2
ZM-42903530,HOST-0105,DEPT-004,2023-11-02,2023-11-02 13:00:00,45,48,Internal,8,7,False,17,6,2
ZM-39976031,HOST-0008,DEPT-010,2023-10-12,2023-10-12 09:15:00,120,98,Webinar,187,101,False,70,53,0
ZM-73838030,HOST-0125,DEPT-010,2023-05-19,2023-05-19 13:00:00,120,115,Training,23,20,False,7,22,0
ZM-72282219,HOST-0053,DEPT-006,2024-01-22,2024-01-22 15:30:00,120,117,Webinar,310,177,False,124,13,3
ZM-86911749,HOST-0065,DEPT-011,2023-12-11,2023-12-11 07:15:00,90,101,Internal,24,14,True,16,8,2
ZM-15945184,HOST-0060,DEPT-002,2024-06-27,2024-06-27 11:30:00,90,80,Internal,19,13,True,34,12,2
ZM-15485347,HOST-0059,DEPT-002,2024-03-26,2024-03-26 14:45:00,60,53,External,7,6,False,0,0,3
ZM-67090949,HOST-0069,DEPT-011,2023-06-12,2023-06-12 07:15:00,30,33,Internal,29,17,False,3,1,2
ZM-47104988,HOST-0028,DEPT-010,2023-09-08,2023-09-08 07:30:00,30,35,Internal,26,25,False,0,8,2
ZM-74500417,HOST-0075,DEPT-009,2023-07-17,2023-07-17 13:45:00,15,14,Internal,8,6,True,4,10,1
ZM-22384634,HOST-0136,DEPT-002,2024-05-27,2024-05-27 15:30:00,30,29,Internal,29,24,True,16,22,0
ZM-66426269,HOST-0040,DEPT-004,2023-08-14,2023-08-14 09:45:00,60,52,Internal,22,13,True,14,21,1
ZM-86934791,HOST-0015,DEPT-001,2024-03-14,2024-03-14 16:45:00,45,51,External,2,1,False,1,0,4
ZM-44828170,HOST-0019,DEPT-011,2024-03-06,2024-03-06 13:30:00,90,54,Webinar,153,78,True,52,68,0
ZM-15340730,HOST-0116,DEPT-012,2024-06-10,2024-06-10 15:00:00,15,15,Internal,20,16,False,6,5,4
ZM-32501369,HOST-0104,DEPT-009,2023-09-27,2023-09-27 16:45:00,90,88,Internal,16,12,False,15,8,2
ZM-20639917,HOST-0039,DEPT-004,2024-11-28,2024-11-28 17:00:00,30,34,External,12,12,True,23,0,0
ZM-86111173,HOST-0139,DEPT-009,2023-04-11,2023-04-11 11:00:00,60,55,External,12,10,False,11,0,3
ZM-89992496,HOST-0010,DEPT-002,2024-08-23,2024-08-23 18:15:00,30,31,Internal,15,14,False,0,3,2
ZM-68607363,HOST-0078,DEPT-010,2023-02-17,2023-02-17 14:00:00,90,119,Training,36,27,False,28,0,0
ZM-40237434,HOST-0049,DEPT-006,2024-04-01,2024-04-01 10:15:00,15,16,Internal,29,18,True,30,0,2
ZM-15732182,HOST-0082,DEPT-008,2023-02-03,2023-02-03 09:00:00,45,51,External,10,7,True,9,6,1
ZM-47601994,HOST-0068,DEPT-001,2024-06-05,2024-06-05 13:00:00,90,99,Internal,12,12,False,31,0,1
ZM-40443496,HOST-0083,DEPT-001,2024-07-02,2024-07-02 09:30:00,60,49,Internal,23,17,False,0,12,0
ZM-88219316,HOST-0113,DEPT-008,2024-07-04,2024-07-04 12:30:00,30,32,External,7,5,False,3,4,1
ZM-13320509,HOST-0060,DEPT-007,2024-03-13,2024-03-13 09:00:00,45,49,External,8,6,False,10,3,3
ZM-98839408,HOST-0054,DEPT-002,2024-01-10,2024-01-10 11:45:00,60,59,Internal,10,7,False,13,7,0
ZM-28348255,HOST-0145,DEPT-002,2024-12-23,2024-12-23 10:15:00,45,41,Internal,10,8,True,12,9,0
ZM-56568112,HOST-0066,DEPT-009,2024-03-19,2024-03-19 11:30:00,60,70,Internal,12,9,False,14,0,2
ZM-56355704,HOST-0147,DEPT-006,2024-10-04,2024-10-04 12:00:00,60,51,Internal,16,12,True,14,11,2
ZM-78936947,HOST-0025,DEPT-007,2023-03-15,2023-03-15 09:15:00,60,64,External,6,4,False,8,0,0
ZM-44245054,HOST-0144,DEPT-004,2024-04-05,2024-04-05 08:15:00,45,54,External,11,10,False,0,2,2
ZM-42395331,HOST-0052,DEPT-001,2024-10-11,2024-10-11 17:45:00,90,112,Webinar,412,211,True,182,31,2
ZM-26524119,HOST-0097,DEPT-007,2023-03-21,2023-03-21 09:30:00,15,14,Internal,26,18,True,26,20,5
ZM-27180666,HOST-0035,DEPT-011,2023-08-14,2023-08-14 10:15:00,45,39,External,9,6,False,13,3,3
ZM-12166999,HOST-0025,DEPT-008,2023-03-15,2023-03-15 10:30:00,120,107,Training,27,23,True,15,8,4
ZM-57038194,HOST-0017,DEPT-008,2024-02-09,2024-02-09 14:00:00,45,40,Internal,6,5,True,3,3,2
ZM-88457847,HOST-0092,DEPT-012,2024-01-26,2024-01-26 13:15:00,120,102,Training,50,45,False,92,0,4
ZM-50081515,HOST-0012,DEPT-001,2023-11-28,2023-11-28 12:30:00,15,19,Internal,5,4,True,4,0,3
ZM-48728311,HOST-0066,DEPT-009,2023-05-25,2023-05-25 16:15:00,30,23,Internal,21,19,True,20,11,3
ZM-58479068,HOST-0071,DEPT-007,2024-12-13,2024-12-13 17:15:00,30,26,External,4,4,False,4,3,1
ZM-72620182,HOST-0082,DEPT-004,2024-12-05,2024-12-05 11:00:00,15,12,Internal,21,15,True,24,1,2
ZM-36081078,HOST-0014,DEPT-012,2024-01-18,2024-01-18 16:45:00,90,96,Internal,10,8,True,13,6,3
ZM-40714379,HOST-0111,DEPT-008,2024-10-08,2024-10-08 07:45:00,15,15,Internal,28,17,False,13,19,3
ZM-80397937,HOST-0082,DEPT-007,2023-12-05,2023-12-05 15:00:00,60,65,Internal,7,5,False,11,0,1
ZM-19677366,HOST-0096,DEPT-005,2023-07-20,2023-07-20 13:00:00,15,14,Internal,4,3,True,5,4,2
ZM-96843154,HOST-0086,DEPT-012,2023-12-01,2023-12-01 08:30:00,30,34,Internal,28,26,True,38,25,1
ZM-52917259,HOST-0145,DEPT-003,2024-02-16,2024-02-16 11:15:00,60,61,Internal,30,22,True,13,16,2
ZM-52884727,HOST-0060,DEPT-010,2024-11-11,2024-11-11 09:00:00,30,34,Internal,24,19,True,18,0,2
ZM-81697108,HOST-0079,DEPT-004,2023-04-14,2023-04-14 10:15:00,30,28,Internal,14,11,True,20,16,1
ZM-90222589,HOST-0066,DEPT-006,2024-02-26,2024-02-26 12:15:00,120,118,Webinar,306,187,False,0,166,1
ZM-33254918,HOST-0068,DEPT-010,2024-03-15,2024-03-15 13:15:00,30,35,Internal,26,25,False,38,22,1
ZM-95450709,HOST-0122,DEPT-011,2023-09-06,2023-09-06 13:15:00,120,108,Training,49,37,True,14,21,0
ZM-33832188,HOST-0099,DEPT-007,2023-12-07,2023-12-07 09:30:00,90,103,Internal,18,14,False,4,15,4
ZM-78571436,HOST-0016,DEPT-010,2023-04-18,2023-04-18 12:15:00,120,64,Training,35,31,False,53,0,3
ZM-46345478,HOST-0101,DEPT-007,2024-11-13,2024-11-13 12:15:00,30,38,External,10,7,False,4,6,2
ZM-87388161,HOST-0142,DEPT-006,2023-06-07,2023-06-07 14:45:00,45,49,External,11,11,False,15,9,1
ZM-96551818,HOST-0108,DEPT-004,2023-08-18,2023-08-18 11:15:00,45,46,External,12,9,False,19,1,2
ZM-13507673,HOST-0106,DEPT-002,2024-07-05,2024-07-05 10:00:00,30,29,Internal,16,14,True,34,16,1
ZM-79158241,HOST-0051,DEPT-012,2023-01-30,2023-01-30 08:45:00,30,25,Internal,28,21,False,30,27,3
ZM-10545853,HOST-0025,DEPT-005,2024-05-08,2024-05-08 10:45:00,90,92,Internal,26,19,True,18,17,2
ZM-36368322,HOST-0077,DEPT-008,2023-11-28,2023-11-28 10:15:00,45,48,Internal,15,12,False,7,7,1
ZM-90241789,HOST-0028,DEPT-008,2024-08-22,2024-08-22 10:45:00,90,82,Internal,29,20,True,4,6,0
ZM-96171959,HOST-0106,DEPT-012,2023-10-27,2023-10-27 08:45:00,180,106,Training,38,33,True,32,8,0
ZM-39618314,HOST-0029,DEPT-001,2023-04-21,2023-04-21 08:00:00,30,25,Internal,15,14,True,17,3,0
ZM-20912414,HOST-0050,DEPT-004,2023-10-06,2023-10-06 16:45:00,30,26,Internal,29,16,False,20,15,1
ZM-47775156,HOST-0012,DEPT-010,2023-09-29,2023-09-29 13:45:00,15,14,Internal,22,10,True,12,8,2
ZM-11398806,HOST-0073,DEPT-010,2024-08-27,2024-08-27 10:00:00,60,71,External,2,2,True,1,3,1
ZM-81086653,HOST-0144,DEPT-007,2023-05-02,2023-05-02 09:00:00,180,240,Training,25,17,True,16,14,2
ZM-54174627,HOST-0078,DEPT-009,2023-06-09,2023-06-09 12:30:00,15,14,Internal,9,7,True,9,0,3
ZM-89413716,HOST-0026,DEPT-004,2023-03-02,2023-03-02 08:45:00,60,55,Training,17,16,True,19,13,1
ZM-12177526,HOST-0035,DEPT-005,2023-01-05,2023-01-05 17:00:00,90,73,Training,28,25,True,31,0,1
ZM-28349903,HOST-0125,DEPT-012,2023-08-07,2023-08-07 16:45:00,60,49,Internal,12,9,False,13,3,4
ZM-15034402,HOST-0128,DEPT-005,2023-04-24,2023-04-24 15:00:00,60,65,External,11,9,True,10,4,1
ZM-16427033,HOST-0020,DEPT-012,2023-12-06,2023-12-06 11:45:00,15,12,Internal,5,4,True,3,4,2
ZM-98045225,HOST-0128,DEPT-012,2023-01-03,2023-01-03 14:30:00,30,32,Internal,18,13,False,11,5,0
ZM-92353546,HOST-0071,DEPT-009,2024-01-03,2024-01-03 17:15:00,60,54,Internal,4,3,True,5,2,4
ZM-70588258,HOST-0090,DEPT-011,2023-08-02,2023-08-02 14:30:00,120,118,Training,19,17,True,11,7,1
ZM-64251790,HOST-0035,DEPT-011,2024-01-11,2024-01-11 16:00:00,15,15,Internal,24,24,True,40,16,5
ZM-39861067,HOST-0002,DEPT-007,2024-03-07,2024-03-07 12:00:00,30,30,Internal,28,20,True,4,18,0
ZM-95653922,HOST-0106,DEPT-007,2023-03-02,2023-03-02 08:45:00,45,57,Internal,7,5,False,6,3,1
ZM-26336260,HOST-0090,DEPT-011,2023-08-23,2023-08-23 17:15:00,30,32,Internal,8,6,True,10,6,2
ZM-30876851,HOST-0135,DEPT-004,2024-09-12,2024-09-12 11:00:00,90,87,Internal,4,3,True,3,0,0
ZM-23660659,HOST-0030,DEPT-004,2023-01-31,2023-01-31 12:30:00,45,49,Internal,27,27,False,10,24,4
ZM-11027542,HOST-0112,DEPT-005,2024-12-18,2024-12-18 08:45:00,45,53,Internal,19,13,True,15,11,0
ZM-50279000,HOST-0027,DEPT-010,2024-12-30,2024-12-30 11:30:00,45,42,Internal,5,3,False,1,4,4
ZM-22832144,HOST-0068,DEPT-005,2024-04-10,2024-04-10 17:00:00,45,44,Internal,8,5,True,10,5,0
ZM-39798083,HOST-0089,DEPT-008,2024-07-26,2024-07-26 11:45:00,60,56,Training,45,37,True,28,27,2
ZM-69677601,HOST-0065,DEPT-004,2024-09-02,2024-09-02 15:30:00,120,153,Webinar,226,129,False,255,0,0
ZM-83112591,HOST-0072,DEPT-003,2024-03-05,2024-03-05 14:00:00,60,56,External,6,5,True,8,1,1
ZM-18949314,HOST-0013,DEPT-007,2024-04-15,2024-04-15 12:45:00,30,31,Internal,4,4,True,7,4,1
ZM-99104753,HOST-0144,DEPT-002,2024-07-19,2024-07-19 10:30:00,15,15,Internal,10,7,False,3,6,4
ZM-31572683,HOST-0102,DEPT-005,2024-04-15,2024-04-15 08:30:00,60,64,Internal,24,17,True,27,23,3
ZM-10639872,HOST-0009,DEPT-005,2024-12-27,2024-12-27 11:00:00,30,28,Internal,26,18,True,29,19,0
ZM-55370500,HOST-0081,DEPT-008,2024-08-21,2024-08-21 17:45:00,15,12,Internal,3,3,False,5,3,1
ZM-39745767,HOST-0037,DEPT-010,2024-11-22,2024-11-22 11:30:00,120,124,Webinar,142,108,False,15,16,3
ZM-80512724,HOST-0100,DEPT-004,2023-05-24,2023-05-24 16:00:00,90,82,Internal,17,13,False,21,14,4
ZM-13549093,HOST-0078,DEPT-002,2024-07-08,2024-07-08 10:30:00,30,28,Internal,24,18,False,28,0,3
ZM-10664949,HOST-0102,DEPT-004,2023-02-03,2023-02-03 10:00:00,90,97,Training,29,26,True,0,8,1
ZM-22780167,HOST-0150,DEPT-001,2023-09-07,2023-09-07 13:15:00,30,32,Internal,18,13,True,12,10,2
ZM-88083477,HOST-0088,DEPT-007,2023-05-30,2023-05-30 13:45:00,30,32,Internal,5,3,False,2,2,3
ZM-87761337,HOST-0037,DEPT-004,2023-12-19,2023-12-19 09:15:00,30,29,Internal,5,5,False,5,0,3
ZM-20129246,HOST-0073,DEPT-006,2024-03-27,2024-03-27 10:30:00,45,49,Internal,27,17,True,6,20,2
ZM-70580480,HOST-0128,DEPT-007,2024-03-14,2024-03-14 09:30:00,120,112,Training,21,17,True,2,10,1
ZM-87242120,HOST-0041,DEPT-009,2024-12-18,2024-12-18 08:00:00,45,43,Internal,7,5,False,7,4,3
ZM-69297263,HOST-0007,DEPT-007,2024-10-09,2024-10-09 11:30:00,45,50,External,5,4,False,7,0,2
ZM-19611642,HOST-0036,DEPT-007,2024-06-13,2024-06-13 14:15:00,120,115,Webinar,304,210,True,266,121,2
ZM-13881308,HOST-0063,DEPT-008,2024-08-06,2024-08-06 17:15:00,120,133,Webinar,497,277,True,524,125,2
ZM-98409967,HOST-0129,DEPT-007,2023-08-02,2023-08-02 16:30:00,30,37,Internal,6,4,True,1,3,3
ZM-19607081,HOST-0088,DEPT-004,2023-05-23,2023-05-23 10:00:00,60,50,Training,27,23,False,20,4,3
ZM-62736741,HOST-0075,DEPT-003,2023-08-14,2023-08-14 09:30:00,45,48,Internal,13,10,False,17,5,2
ZM-59047374,HOST-0101,DEPT-006,2024-01-31,2024-01-31 13:30:00,180,161,Training,43,34,False,41,8,2
ZM-87545140,HOST-0074,DEPT-012,2023-05-04,2023-05-04 14:00:00,15,14,Internal,16,15,False,0,0,1
ZM-24744772,HOST-0037,DEPT-011,2024-03-07,2024-03-07 14:45:00,30,32,Internal,25,15,True,17,9,3
ZM-69169839,HOST-0150,DEPT-004,2023-10-03,2023-10-03 12:45:00,30,35,Internal,30,25,True,29,2,3
ZM-76226744,HOST-0119,DEPT-009,2024-12-17,2024-12-17 13:30:00,60,60,Training,41,34,False,3,29,1
ZM-49098525,HOST-0014,DEPT-008,2023-08-24,2023-08-24 15:15:00,90,84,Internal,27,20,True,22,22,2
ZM-86153263,HOST-0070,DEPT-006,2024-02-09,2024-02-09 14:45:00,60,55,Internal,3,2,False,4,2,3
ZM-79822750,HOST-0110,DEPT-004,2023-03-10,2023-03-10 07:00:00,30,36,Internal,26,16,False,12,3,2
ZM-82898620,HOST-0053,DEPT-004,2024-11-22,2024-11-22 08:15:00,180,173,Training,44,34,True,13,17,1
ZM-11171326,HOST-0086,DEPT-011,2024-09-13,2024-09-13 16:15:00,45,56,External,2,1,False,1,1,1
ZM-25263861,HOST-0049,DEPT-003,2023-04-06,2023-04-06 12:30:00,90,98,Internal,4,4,False,0,3,2
ZM-49161178,HOST-0101,DEPT-002,2024-06-27,2024-06-27 15:00:00,15,14,Internal,12,9,True,10,7,2
ZM-64447687,HOST-0099,DEPT-009,2024-12-04,2024-12-04 13:15:00,30,34,Internal,19,14,True,11,3,2
ZM-52911928,HOST-0091,DEPT-009,2023-02-13,2023-02-13 13:30:00,90,86,Internal,15,11,True,12,9,3
ZM-22242063,HOST-0010,DEPT-003,2024-02-19,2024-02-19 16:00:00,90,78,Training,37,34,False,47,34,1
ZM-66692915,HOST-0029,DEPT-002,2024-04-26,2024-04-26 16:15:00,45,37,External,12,10,True,14,11,1
ZM-13769354,HOST-0086,DEPT-009,2023-07-14,2023-07-14 12:00:00,45,45,Internal,21,14,True,23,6,0
ZM-42133795,HOST-0064,DEPT-010,2024-06-05,2024-06-05 09:00:00,30,29,External,9,8,False,18,2,2
ZM-82400512,HOST-0069,DEPT-007,2024-09-11,2024-09-11 07:15:00,30,31,Internal,3,3,False,6,3,5
ZM-74288929,HOST-0099,DEPT-007,2024-10-24,2024-10-24 13:00:00,30,30,External,4,3,True,2,5,1
ZM-42018064,HOST-0002,DEPT-009,2024-07-02,2024-07-02 15:15:00,90,98,Internal,26,22,False,2,13,1
ZM-32403250,HOST-0124,DEPT-008,2023-05-04,2023-05-04 14:45:00,90,87,Internal,9,8,True,18,5,5
ZM-16449155,HOST-0037,DEPT-012,2023-05-25,2023-05-25 11:30:00,90,92,Training,41,36,True,77,46,2
ZM-98881010,HOST-0115,DEPT-008,2024-09-25,2024-09-25 18:45:00,60,72,Internal,6,4,False,1,5,0
ZM-71103822,HOST-0105,DEPT-005,2024-09-16,2024-09-16 15:15:00,60,66,Internal,9,7,True,13,10,2
ZM-47788857,HOST-0036,DEPT-011,2024-12-30,2024-12-30 11:15:00,45,47,Internal,7,6,False,11,1,2
ZM-11783108,HOST-0118,DEPT-001,2023-10-19,2023-10-19 10:45:00,60,53,Internal,4,3,True,2,3,0
ZM-54124481,HOST-0010,DEPT-012,2023-02-14,2023-02-14 11:45:00,30,23,External,2,2,False,3,1,1
ZM-99848654,HOST-0067,DEPT-008,2024-09-04,2024-09-04 17:15:00,180,200,Training,24,19,False,36,9,0
ZM-90547146,HOST-0048,DEPT-002,2024-08-06,2024-08-06 16:45:00,15,16,Internal,23,15,True,9,13,3
ZM-37872785,HOST-0024,DEPT-008,2024-11-04,2024-11-04 14:30:00,45,34,External,4,3,False,3,1,3
ZM-89489729,HOST-0043,DEPT-012,2023-05-12,2023-05-12 09:00:00,45,57,Internal,20,15,False,13,10,1
ZM-52899951,HOST-0023,DEPT-010,2023-12-13,2023-12-13 10:15:00,45,56,Internal,18,15,False,8,2,0
ZM-36594902,HOST-0061,DEPT-006,2023-08-11,2023-08-11 10:00:00,180,143,Training,15,12,False,16,6,2
ZM-89006498,HOST-0061,DEPT-002,2024-06-17,2024-06-17 07:30:00,30,30,External,10,9,True,9,0,0
ZM-47403668,HOST-0017,DEPT-006,2024-09-06,2024-09-06 11:00:00,30,29,Internal,11,8,False,7,0,1
ZM-62869451,HOST-0044,DEPT-009,2023-01-26,2023-01-26 10:15:00,60,62,Training,50,41,True,44,45,0
ZM-71587674,HOST-0066,DEPT-008,2023-12-22,2023-12-22 09:00:00,120,131,Webinar,228,211,True,0,0,0
ZM-92258413,HOST-0111,DEPT-008,2024-09-11,2024-09-11 16:30:00,180,141,Training,18,17,True,28,15,3
ZM-91390183,HOST-0060,DEPT-008,2024-10-25,2024-10-25 16:45:00,60,60,Training,40,33,False,28,10,0
ZM-98342383,HOST-0136,DEPT-009,2023-08-10,2023-08-10 12:45:00,90,90,Webinar,328,123,True,72,34,2
ZM-95883279,HOST-0042,DEPT-008,2023-06-26,2023-06-26 16:00:00,90,96,Training,46,43,True,33,8,1
ZM-53602595,HOST-0044,DEPT-003,2024-10-18,2024-10-18 16:00:00,60,57,External,9,7,True,15,6,0
ZM-53413911,HOST-0088,DEPT-010,2023-06-05,2023-06-05 16:45:00,60,55,Internal,12,11,False,29,8,3
ZM-13306687,HOST-0082,DEPT-001,2023-10-25,2023-10-25 14:00:00,60,55,Training,34,27,False,51,16,2
ZM-89219503,HOST-0091,DEPT-007,2023-04-06,2023-04-06 08:30:00,90,85,Internal,19,14,True,12,9,0
ZM-90996246,HOST-0048,DEPT-005,2024-10-15,2024-10-15 16:45:00,30,24,Internal,20,16,False,4,0,0
ZM-96243003,HOST-0005,DEPT-003,2023-01-19,2023-01-19 12:00:00,30,37,External,3,3,True,2,1,1
ZM-13081333,HOST-0103,DEPT-011,2023-12-19,2023-12-19 09:15:00,30,26,External,5,4,False,2,3,3
ZM-61598902,HOST-0044,DEPT-001,2024-10-16,2024-10-16 12:15:00,30,32,Internal,15,11,False,7,2,2
ZM-42107299,HOST-0121,DEPT-012,2023-01-26,2023-01-26 13:45:00,60,76,External,3,3,False,0,1,6
ZM-59322141,HOST-0105,DEPT-011,2024-05-22,2024-05-22 14:15:00,90,103,Webinar,235,138,False,54,14,0
ZM-47673225,HOST-0098,DEPT-011,2024-07-16,2024-07-16 15:30:00,90,97,Internal,30,17,False,16,17,0
ZM-85371889,HOST-0059,DEPT-011,2023-12-28,2023-12-28 15:15:00,180,144,Training,37,27,True,67,11,1
ZM-98985739,HOST-0118,DEPT-008,2023-01-05,2023-01-05 16:30:00,90,89,Internal,10,9,False,23,0,3
ZM-98165909,HOST-0065,DEPT-005,2024-09-03,2024-09-03 07:30:00,45,46,Internal,13,9,False,12,1,2
ZM-63806952,HOST-0119,DEPT-003,2023-01-09,2023-01-09 16:15:00,30,24,External,6,6,True,20,2,1
ZM-72738810,HOST-0115,DEPT-004,2024-05-16,2024-05-16 13:30:00,90,100,Training,50,38,True,39,19,1
ZM-54974011,HOST-0144,DEPT-006,2023-02-09,2023-02-09 08:30:00,30,30,Internal,13,11,True,13,2,1
ZM-18687938,HOST-0036,DEPT-008,2024-12-04,2024-12-04 15:30:00,60,53,External,5,3,True,7,3,3
ZM-57324209,HOST-0148,DEPT-001,2023-06-20,2023-06-20 14:15:00,60,58,Internal,17,13,False,9,0,3
ZM-99635689,HOST-0089,DEPT-002,2024-06-20,2024-06-20 16:30:00,45,37,External,7,6,False,4,11,2
ZM-91017646,HOST-0021,DEPT-010,2023-04-07,2023-04-07 15:30:00,15,19,Internal,14,11,False,6,3,0
ZM-66086773,HOST-0035,DEPT-008,2023-04-21,2023-04-21 13:45:00,60,53,Internal,6,5,False,8,3,3
ZM-66798044,HOST-0043,DEPT-007,2023-04-14,2023-04-14 13:00:00,30,32,Internal,19,14,False,21,18,1
ZM-11894564,HOST-0016,DEPT-007,2023-03-27,2023-03-27 12:30:00,60,63,External,3,2,False,1,2,3
ZM-92617088,HOST-0139,DEPT-003,2023-05-09,2023-05-09 16:15:00,180,189,Training,16,16,False,7,12,4
ZM-81271728,HOST-0143,DEPT-009,2024-05-29,2024-05-29 12:15:00,120,125,Training,13,11,True,20,13,2
ZM-29428383,HOST-0142,DEPT-003,2023-09-01,2023-09-01 11:30:00,60,68,Webinar,117,41,True,49,0,2
ZM-18579650,HOST-0029,DEPT-012,2024-08-27,2024-08-27 11:00:00,15,15,Internal,19,11,False,16,4,1
ZM-40202191,HOST-0022,DEPT-001,2024-11-11,2024-11-11 15:45:00,60,69,External,3,2,False,2,2,2
ZM-72773560,HOST-0033,DEPT-007,2023-12-14,2023-12-14 10:00:00,60,65,Training,37,30,True,50,32,2
ZM-93020794,HOST-0040,DEPT-003,2024-07-17,2024-07-17 14:00:00,30,23,Internal,28,20,True,31,0,2
ZM-13611130,HOST-0092,DEPT-003,2024-11-29,2024-11-29 12:30:00,45,38,External,11,9,True,10,0,5
ZM-46797675,HOST-0082,DEPT-001,2023-05-15,2023-05-15 15:15:00,60,69,Internal,20,12,True,14,15,0
